Just One of the Guys,Summa Entertainment Group,United States of America
Just One of the Guys,Columbia Pictures,United States of America
Howling II: ... Your Sister Is a Werewolf,Cinema '84/Greenberg Brothers Partnership,United States of America
Howling II: ... Your Sister Is a Werewolf,Hemdale,United States of America
The Sure Thing,Monument Pictures,United States of America
The Sure Thing,Embassy Films Associates,United States of America
Death Wish 3,Cannon Group,United States of America
Death Wish 3,Golan-Globus Productions,United States of America
The Legend of Billie Jean,TriStar Pictures,United States of America
The Legend of Billie Jean,Delphi III Productions,United States of America
The Legend of Billie Jean,The Guber-Peters Company,United States of America
Year of the Dragon,Dino De Laurentiis Company,United States of America
Year of the Dragon,Metro-Goldwyn-Mayer,United States of America
Three Men and a Cradle,Flach Film,France
Three Men and a Cradle,Soprofilms,United States of America
Three Men and a Cradle,TF1 Films Production,France
Missing in Action 2: The Beginning,Golan-Globus Productions,United States of America
Missing in Action 2: The Beginning,Cannon Group,United States of America
Tampopo,New Century Producers,Japan
Tampopo,Itami Productions,United States of America
Explorers,Paramount,United States of America
Summer Rental,Paramount,United States of America
Summer Rental,St. Petersburg Clearwater Film Commission,United States of America
Twinkle Twinkle Lucky Stars,Paragon Films Ltd.,United States of America
Twinkle Twinkle Lucky Stars,Bojon Films Company Ltd.,United States of America
Twinkle Twinkle Lucky Stars,Orange Sky Golden Harvest,Hong Kong
Code of Silence,Raymond Wagner Productions,United States of America
Code of Silence,Orion Pictures,United States of America
Death of a Salesman,Punch Productions,United States of America
Death of a Salesman,Roxbury Productions,United States of America
Death of a Salesman,Bioskop Film,United States of America
The Falcon and the Snowman,Orion Pictures,United States of America
The Falcon and the Snowman,Hemdale Film,United States of America
My Beautiful Laundrette,Channel Four Films,United Kingdom
My Beautiful Laundrette,Working Title Films,United Kingdom
My Beautiful Laundrette,SAF Productions,United States of America
Secret Admirer,Orion Pictures,United States of America
Vagabond,Ministère de la Culture,France
Vagabond,Films A2,France
Vagabond,Ciné Tamaris,France
Mishima: A Life in Four Chapters,Lucasfilm,United States of America
Mishima: A Life in Four Chapters,American Zoetrope,United States of America
Mishima: A Life in Four Chapters,Tristone Entertainment Inc.,United States of America
Mishima: A Life in Four Chapters,M Company,United States of America
All My Friends Part 3,BBDD Productions,Spain
Guinea Pig: Flower of Flesh and Blood,Sai Enterprise,United States of America
My Science Project,Touchstone Pictures,United States of America
My Science Project,Silver Screen Partners II,United States of America
Perfect,Delphi III Productions,United States of America
Perfect,Pluperfect,United States of America
Perfect,Columbia Pictures,United States of America
Gotcha!,Universal Pictures,United States of America
Mischief,20th Century Fox,United States of America
I pompieri,C.G. Silver Film,United States of America
Beautiful Teacher in Torture Hell,BBDD Productions,Spain
The Care Bears Movie,Nelvana,Canada
King David,Barclays Mercantile Industrial Finance,United States of America
King David,Paramount,United States of America
Santa Claus: The Movie,TriStar Pictures,United States of America
Santa Claus: The Movie,Calash Corporation,United States of America
Santa Claus: The Movie,GGG,United States of America
Santa Claus: The Movie,Santa Claus Ltd.,United States of America
Desert Hearts,Desert Hearts Productions,United States of America
Desert Hearts,Samuel Goldwyn Company,United States of America
Godzilla 1985,New World Pictures,United States of America
One Magic Christmas,Walt Disney Pictures,United States of America
One Magic Christmas,Silver Screen Partners II,United States of America
One Magic Christmas,Téléfilm Canada,Canada
Tuff Turf,Planet Productions,United States of America
Tuff Turf,New World Pictures,United States of America
The Protector,Orange Sky Golden Harvest,Hong Kong
The Protector,Golden Way Films Ltd.,United States of America
The Protector,Eurasia Investments,United States of America
A Zed & Two Noughts,British Film Institute,United Kingdom
A Zed & Two Noughts,Artificial Eye,United States of America
A Zed & Two Noughts,Allarts Enterprises,United States of America
Fandango,Amblin Entertainment,United States of America
Fandango,Warner Bros. Pictures,United States of America
Fracchia Vs. Dracula,Faso Film,Italy
Agnes of God,Columbia Pictures,United States of America
È arrivato mio fratello,Faso Film,Italy
Follow That Bird,Children's Television Workshop (CTW),United States of America
Follow That Bird,Henson Associates (HA),United States of America
Follow That Bird,Warner Bros. Pictures,United States of America
Krush Groove,Crystalite Productions,United States of America
Krush Groove,Film Development Fund,United States of America
Krush Groove,Visual Eyes Productions,United States of America
Krush Groove,Warner Bros. Pictures,United States of America
The Official Story,Progress Communications,United States of America
The Official Story,Historias Cinematográficas,Argentina
P.R.O.F.S.,Madeleine Films,France
Yes  Madam!,D & B Films Co. Ltd.,United States of America
Turk 182,Interscope Communications,United States of America
Turk 182,20th Century Fox,United States of America
Kenji Miyazawa's Night on the Galactic Railroad,Nippon Herald Films,United States of America
Kenji Miyazawa's Night on the Galactic Railroad,Asahi Shimbunsha,United States of America
Kenji Miyazawa's Night on the Galactic Railroad,Group TAC,United States of America
The Mutilator,BBDD Productions,Spain
Smooth Talk,Palmyra Films,United States of America
Smooth Talk,American Playhouse,United States of America
Smooth Talk,Goldcrest Films International,United Kingdom
Smooth Talk,Nepenthe Productions,United States of America
Otto - Der Film,ZDF,Germany
Otto - Der Film,Rialto Film,United States of America
Otto - Der Film,Rüssel Video & Audio,United States of America
Volunteers,TriStar Pictures,United States of America
The Mean Season,David Foster Productions,United States of America
The Mean Season,Turman-Foster Company,United States of America
A Time to Live and a Time to Die,Central Motion Picture Corporation,Taiwan
Chronos,The Reuben H. Fleet Space Theater & Science Center,United States of America
Chronos,Les Productions de la Géode,United States of America
Chronos,Magidson Films,United States of America
The Adventures of Mark Twain,Clubhouse Pictures,United States of America
Insignificance,Recorded Picture Company,United Kingdom
Insignificance,Zenith Entertainment,United States of America
Lupin III: Legend of the Gold of Babylon,Toho Company  Ltd.,Japan
Lupin III: Legend of the Gold of Babylon,Nihon TV,United States of America
Lupin III: Legend of the Gold of Babylon,TMS Entertainment,Japan
Scout toujours...,Films A2,France
Scout toujours...,Arturo Production,United States of America
Scout toujours...,Film 7,United States of America
Crimewave,Embassy Films Associates,United States of America
Crimewave,Renaissance Pictures,United States of America
Crimewave,Columbia Pictures,United States of America
The Nail Gun Massacre,Futuristic Films,United States of America
The Journey of Natty Gann,Buena Vista Pictures,United States of America
Barbarian Queen,Rodeo Productions,United States of America
Barbarian Queen,Aries Cinematográfica Argentina,United States of America
White Nights,Columbia Pictures,United States of America
Vision Quest,The Guber-Peters Company,United States of America
Vision Quest,Warner Bros. Pictures,United States of America
Massacre in Dinosaur Valley,Doral Film,United States of America
Massacre in Dinosaur Valley,DMV Distribuzione,United States of America
American Flyers,WW Production,United States of America
American Flyers,Warner Bros. Pictures,United States of America
White Slave,Empire Pictures,United States of America
Lost in America,Marty Katz Productions,United States of America
Lost in America,Geffen Pictures,United States of America
Snowroller - Sällskapsresan II,Smart Egg Pictures,United Kingdom
Snowroller - Sällskapsresan II,Svensk Filmindustri,Sweden
Snowroller - Sällskapsresan II,Svenska Filminstitutet,Sweden
Snowroller - Sällskapsresan II,Sonet Film,Sweden
Snowroller - Sällskapsresan II,Viking Film,Sweden
The Unknown Soldier,Arctic-Filmi,United States of America
He's Worse Than Me,C.G. Silver Film,United States of America
Castle in the Sky,Studio Ghibli,Japan
Castle in the Sky,Nibariki,United States of America
Castle in the Sky,Tokuma Shoten,United States of America
Aliens,Brandywine Productions,United States of America
Aliens,SLM Production Group,United States of America
Aliens,20th Century Fox,United States of America
The Great Mouse Detective,Silver Screen Partners II,United States of America
The Great Mouse Detective,Walt Disney Pictures,United States of America
Stand by Me,Columbia Pictures,United States of America
Stand by Me,Act III Productions,United States of America
Platoon,Hemdale Film Corporation,United States of America
Platoon,Cinema 86,United States of America
House,New World Pictures,United States of America
Star Trek IV: The Voyage Home,Paramount,United States of America
9½ Weeks,Producers Sales Organization (PSO),United States of America
9½ Weeks,Jonesfilm,United States of America
9½ Weeks,Galactic Films,United States of America
9½ Weeks,Triple Ajaxxx,United States of America
9½ Weeks,Metro-Goldwyn-Mayer,United States of America
Top Gun,Paramount,United States of America
Highlander,Davis-Panzer Productions,United States of America
Highlander,Thorn EMI Screen Entertainment,United States of America
Highlander,Highlander Productions Limited,United States of America
The Fly,SLM Production Group,United States of America
The Fly,Brooksfilms,United States of America
Friday the 13th Part VI: Jason Lives,Paramount,United States of America
Heartbreak Ridge,Jay Weston Productions,United States of America
Heartbreak Ridge,Malpaso Productions,United States of America
Labyrinth,TriStar Pictures,United States of America
Labyrinth,Henson Associates (HA),United States of America
Labyrinth,Lucasfilm,United States of America
Labyrinth,The Jim Henson Company,United States of America
Labyrinth,Delphi V Productions,United States of America
Police Academy 3: Back in Training,Police Academy Productions,United States of America
Police Academy 3: Back in Training,Warner Bros. Pictures,United States of America
Ferris Bueller's Day Off,Paramount,United States of America
From Beyond,Taryn Prov,United States of America
From Beyond,Empire Pictures,United States of America
Big Trouble in Little China,TAFT Entertainment Pictures,United States of America
Big Trouble in Little China,20th Century Fox,United States of America
The Money Pit,Amblin Entertainment,United States of America
The Money Pit,Universal Pictures,United States of America
The Mosquito Coast,Warner Bros. Pictures,United States of America
Armour of God,Jadran Film,Croatia
Armour of God,Orange Sky Golden Harvest,Hong Kong
Armour of God,Golden Way Films Ltd.,United States of America
Jocks,Mount Olympus Productions,United States of America
The Transformers: The Movie,Hasbro,United States of America
The Transformers: The Movie,De Laurentiis Entertainment Group (DEG),United States of America
The Transformers: The Movie,Marvel Productions,United States of America
The Transformers: The Movie,Sunbow Productions,United States of America
An American Tail,Amblin Entertainment,United States of America
An American Tail,Universal Pictures,United States of America
Critters,New Line Cinema,United States of America
Critters,Smart Egg Pictures,United States of America
Critters,Sho Films,United States of America
Raw Deal,De Laurentiis Entertainment Group (DEG),United States of America
Raw Deal,Famous Films (II),United States of America
Raw Deal,International Film Corporation,United States of America
Ruthless People,Touchstone Pictures,United States of America
Maximum Overdrive,De Laurentiis Entertainment Group (DEG),United States of America
The Name of the Rose,Cristaldifilm,United States of America
The Name of the Rose,Les Films Ariane,France
The Name of the Rose,ZDF,Germany
The Name of the Rose,RAI,Italy
Poltergeist II: The Other Side,Metro-Goldwyn-Mayer,United States of America
Cobra,Cannon Group,United States of America
Cobra,Warner Bros. Pictures,United States of America
Cobra,Golan-Globus Productions,United States of America
Youngblood,United Artists,United States of America
Youngblood,The Guber-Peters Company,United States of America
Howard the Duck,Lucasfilm,United States of America
Howard the Duck,Universal Pictures,United States of America
Henry: Portrait of a Serial Killer,Maljack Productions,United States of America
The Texas Chainsaw Massacre 2,Cannon Group,United States of America
The Texas Chainsaw Massacre 2,Golan-Globus Productions,United States of America
Crocodile Dundee,Paramount,United States of America
Crocodile Dundee,Rimfire Films,United States of America
Blue Velvet,De Laurentiis Entertainment Group (DEG),United States of America
Short Circuit,PSO International,United States of America
Short Circuit,David Foster Productions,United States of America
Short Circuit,TriStar Pictures,United States of America
Hannah and Her Sisters,Orion Pictures,United States of America
Iron Eagle,TriStar Pictures,United States of America
Iron Eagle,Delphi Films,United States of America
Iron Eagle,Falcon's Flight,United States of America
The Mission,AMLF,United States of America
The Mission,Goldcrest Films International,United Kingdom
The Mission,Enigma Productions,United States of America
The Mission,Kingsmere Productions Ltd.,United States of America
The Mission,Warner Bros. Pictures,United States of America
Little Shop of Horrors,Geffen Pictures,United States of America
Little Shop of Horrors,Warner Bros. Pictures,United States of America
Queen Live at Wembley '86,Queen Films,United Kingdom
Jean de Florette,DD Productions,United States of America
Jean de Florette,Films A2,France
Jean de Florette,Renn Productions,United States of America
Jean de Florette,AMLF,United States of America
Jean de Florette,RAI,United States of America
Jean de Florette,Télévision Suisse-Romande,United States of America
Hoosiers,Orion Pictures,United States of America
Hoosiers,De Haven Productions,United States of America
The Karate Kid Part II,Delphi V Productions,United States of America
The Karate Kid Part II,Columbia Pictures,United States of America
The Sacrifice,Argos Films,France
The Sacrifice,Film Four International,United States of America
The Sacrifice,Svenska Filminstitutet,Sweden
¡Three Amigos!,L.A. Films,United States of America
Manon of the Spring,DD Productions,United States of America
Manon of the Spring,Films A2,France
Manon of the Spring,Renn Productions,United States of America
Manon of the Spring,AMLF,United States of America
Manon of the Spring,RAI,United States of America
The Color of Money,Touchstone Pictures,United States of America
The Color of Money,Silver Screen Partners,United States of America
Luxo Jr.,Pixar,United States of America
The Hitcher,Feldman/Meeker Productions,United States of America
No Retreat  No Surrender,New World Pictures,United States of America
Back to School,Orion Pictures,United States of America
Back to School,Paper Clip Productions,United States of America
When the Wind Blows,Penguin Books,United States of America
When the Wind Blows,British Screen Productions,United Kingdom
When the Wind Blows,Film Four International,United States of America
When the Wind Blows,TVC London,United States of America
When the Wind Blows,Meltdown Productions,United States of America
The Delta Force,Cannon Group,United States of America
The Delta Force,Golan-Globus Productions,United States of America
Salvador,Hemdale Film,United States of America
Peggy Sue Got Married,American Zoetrope,United States of America
Peggy Sue Got Married,TriStar Pictures,United States of America
Down by Law,Island Pictures,United States of America
Down by Law,Black Snake,United States of America
Down by Law,Grokenberger Film Produktion,United States of America
Asterix in Britain,Gaumont International,United States of America
Asterix in Britain,Gutenberghus,United States of America
Dragon Ball: Curse of the Blood Rubies,Toei Animation,Japan
Psycho III,Universal Pictures,United States of America
Lucas,20th Century Fox,United States of America
The Fugitives,Fideline Films,United States of America
The Fugitives,DD Productions,United States of America
The Fugitives,EFVE,United States of America
The Fugitives,Orly Films,France
SpaceCamp,ABC Motion Pictures,United States of America
Sid and Nancy,Initial Pictures,United States of America
Sid and Nancy,Zenith Entertainment,United States of America
River's Edge,Hemdale Film,United States of America
River's Edge,Island,United States of America
My Life as a Dog,Svensk Filmindustri,Sweden
My Life as a Dog,FilmTeknik,Sweden
Allan Quatermain and the Lost City of Gold,Cannon Group,United States of America
Allan Quatermain and the Lost City of Gold,Golan-Globus Productions,United States of America
The Wraith,New Century Entertainment Corporation,United States of America
The Wraith,Alliance Entertainment,United States of America
The Wraith,Turbo Productions,United States of America
One Crazy Summer,A&M Films,United States of America
Down and Out in Beverly Hills,Touchstone Pictures,United States of America
Down and Out in Beverly Hills,Silver Screen Partners II,United States of America
Pretty in Pink,Paramount,United States of America
Shadows in Paradise,Villealfa Filmproductions,Finland
Crossroads,Columbia Pictures,United States of America
April Fool's Day,YCTM,United States of America
April Fool's Day,Paramount,United States of America
April Fool's Day,Hometown Films,United States of America
About Last Night...,TriStar Pictures,United States of America
About Last Night...,Delphi V Productions,United States of America
Jumpin' Jack Flash,Lawrence Gordon Productions,United States of America
Jumpin' Jack Flash,Silver Pictures,United States of America
Jumpin' Jack Flash,20th Century Fox,United States of America
Chopping Mall,Trinity Pictures,United States of America
Chopping Mall,Concorde Pictures,United States of America
Mauvais Sang,Soprofilms,United States of America
Mauvais Sang,Unité Trois,United States of America
Mauvais Sang,Limbo Film AG,United States of America
Mauvais Sang,Les Films Plain Chant,United States of America
Mauvais Sang,FR3 Films Production,United States of America
Mauvais Sang,Georges Reinhart Productions,United States of America
Mauvais Sang,Sofima,United States of America
Mauvais Sang,Sogedis,United States of America
Mauvais Sang,Centre National de la Cinématographie,France
Night of the Creeps,TriStar Pictures,United States of America
Night of the Creeps,Delphi V Productions,United States of America
Lady of the Night,San Francisco Film,Italy
Lady of the Night,Metrofilm,United States of America
Betty Blue,Gaumont,France
Betty Blue,Cargo Films,United States of America
Matador,Compañía Iberoamericana de TV,United States of America
Running Scared,Turman-Foster Company,United States of America
Running Scared,David Foster Productions,United States of America
Running Scared,Metro-Goldwyn-Mayer,United States of America
Thrashin',Winters Hollywood Entertainment Holdings Corporation,United States of America
The Golden Child,Eddie Murphy Productions,United States of America
The Golden Child,Feldman/Meeker Productions,United States of America
Fist of the North Star,Shueisha,Japan
Fist of the North Star,Toei Animation,Japan
Flight of the Navigator,New Star Entertainment,United States of America
Flight of the Navigator,Walt Disney Pictures,United States of America
Flight of the Navigator,Producers Sales Organization (PSO),United States of America
Flight of the Navigator,Viking Film,United States of America
At Close Range,Orion Pictures,United States of America
Armed and Dangerous,Columbia Pictures,United States of America
Armed and Dangerous,Delphi V Productions,United States of America
Armed and Dangerous,Frostbacks,United States of America
Troll,Empire Pictures,United States of America
Troll,Altar Productions,United States of America
Haunted Honeymoon,Orion Pictures,United States of America
Legal Eagles,Northern Lights Entertainment,United States of America
Legal Eagles,Universal Pictures,United States of America
Legal Eagles,Mirage Enterprises,United States of America
Trick or Treat,De Laurentiis Entertainment Group (DEG),United States of America
Pirates,Cominco,United States of America
Pirates,Carthago Films S.a.r.l.,United States of America
Pirates,Accent Films,United States of America
The Big Easy,Kings Road Entertainment,United States of America
Heartburn,Paramount,United States of America
A Better Tomorrow,Cinema City Co.  Ltd.,United States of America
A Better Tomorrow,Film Workshop,United States of America
Gung Ho,Paramount,United States of America
Something Wild,Orion Pictures,United States of America
Something Wild,Religiosa Primitiva,United States of America
Firewalker,Golan-Globus Productions,United States of America
Firewalker,Cannon Group,United States of America
F/X,Dodi Fayed - Jack Wiener,United States of America
F/X,Orion Pictures,United States of America
Witchboard,Paragon Arts International,United States of America
Witchboard,Blue Rider Pictures,United States of America
Class of Nuke 'Em High,Troma Entertainment,United States of America
Wildcats,Hawn / Sylbert Movie Company,United States of America
Wildcats,Warner Bros. Pictures,United States of America
Children of a Lesser God,Paramount,United States of America
Kin-dza-dza!,Mosfilm,Russia
She's Gotta Have It,40 Acres & A Mule Filmworks,United States of America
Invaders from Mars,Cannon Group,United States of America
Invaders from Mars,Golan-Globus Productions,United States of America
The Adventures of Milo and Otis,Fuji Television Network,Japan
Tough Guys,Touchstone Pictures,United States of America
TerrorVision,Empire Pictures,United States of America
Soul Man,BBDD Productions,Spain
Aladdin,Italian International Film,United States of America
Vikram,Raajkamal Films International,India
Troppo forte,scena film,United States of America
Demons 2,DACFILM Rome,Italy
No Mercy,TriStar Pictures,United States of America
King Kong Lives,De Laurentiis Entertainment Group (DEG),United States of America
Clockwise,Thorn EMI Screen Entertainment,United States of America
Scuola di ladri,Maura International Films,United States of America
The Clan of the Cave Bear,Jonesfilm,United States of America
The Clan of the Cave Bear,Producers Sales Organization (PSO),United States of America
The Clan of the Cave Bear,The Guber-Peters Company,United States of America
The Clan of the Cave Bear,The Jozak Company,United States of America
The Clan of the Cave Bear,Decade,United States of America
The Clan of the Cave Bear,Warner Bros. Pictures,United States of America
Mona Lisa,HandMade Films,United States of America
Grandi magazzini,Cinecittà,United States of America
Grandi magazzini,Alexandra Film,United States of America
Grandi magazzini,C.G. Silver Film,United States of America
Gothic,Virgin Vision,United States of America
Deadly Friend,Pan Arts,United States of America
Deadly Friend,Layton,United States of America
Deadly Friend,Warner Bros. Pictures,United States of America
Black Moon Rising,Sequoia Productions,United States of America
Black Moon Rising,New World Pictures,United States of America
Super Fantozzi,Scena Film,United States of America
Band of the Hand,Delphi V Productions,United States of America
Band of the Hand,Michael Mann Productions,United States of America
Under the Cherry Moon,Warner Bros. Pictures,United States of America
Above the Law,Bo Ho Film Company Ltd.,United States of America
Above the Law,Golden Harvest Productions,United States of America
Above the Law,Paragon Films Ltd.,United States of America
7 chili in 7 giorni,C.G. Silver Film,United States of America
Vamp,Planet Productions,United States of America
Vamp,Balcor Film Investors,United States of America
Peking Opera Blues,Film Workshop,United States of America
Lady Jane,Capital Equipment Leasing,United States of America
Lady Jane,Paramount,United States of America
Slaughter High,Spectacular Trading International,United States of America
Ménage,Ciné Valse,United States of America
Ménage,DD Productions,United States of America
Ménage,Philippe Dussart S.a.r.l.,United States of America
The Decline of the American Empire,Corporation Image M & M,United States of America
The Decline of the American Empire,Societe Radio Cinema,United States of America
Nothing in Common,TriStar Pictures,United States of America
What Every Frenchwoman Wants,Séléna Audiovisuel,United States of America
What Every Frenchwoman Wants,Antea Cinematografica,United States of America
What Every Frenchwoman Wants,Lagonda Films,United States of America
What Every Frenchwoman Wants,Les Films Ariane,France
What Every Frenchwoman Wants,Orphée Arts,United States of America
Yuppies - I giovani di successo,BBDD Productions,Spain
Agatha Christie's Miss Marple: The Murder at the Vicarage,BBC,United Kingdom
Agatha Christie's Miss Marple: The Murder at the Vicarage,A+E Studios,United States of America
Agatha Christie's Miss Marple: The Murder at the Vicarage,Seven Network,Australia
Flodder,First Floor Features,United States of America
The Boy Who Could Fly,Lorimar Motion Pictures,United States of America
Cat City,BBDD Productions,Spain
8 Million Ways to Die,Producers Sales Organization (PSO),United States of America
Dead Man's Folly,BBDD Productions,Spain
Nuit d'ivresse,Cinq Productions,United States of America
Nuit d'ivresse,Cofimage,United States of America
Nuit d'ivresse,Ice Films,United States of America
Captain EO,BBDD Productions,Spain
Murphy's Law,Cannon Group,United States of America
Murphy's Law,Golan-Globus Productions,United States of America
The Manhattan Project,Gladden Entertainment,United States of America
Courier,Mosfilm,United States of America
True Stories,Edward R. Pressman Film,United States of America
True Stories,Gary Kurfirst Pictures,United States of America
True Stories,True Stories Venture,United States of America
True Stories,Warner Bros. Pictures,United States of America
Babes in Toyland,Bavaria Film,Germany
Babes in Toyland,Bavaria Atelier,United States of America
Babes in Toyland,Orion Television,United States of America
Babes in Toyland,The Finnegan Company,United States of America
Babes in Toyland,Finnegan/Pinchuk Productions,United States of America
Absolute Beginners,Goldcrest Films International,United Kingdom
Absolute Beginners,Palace Pictures,United States of America
Absolute Beginners,Virgin,United States of America
Caravaggio,British Film Institute,United Kingdom
52 Pick-Up,Cannon Group,United States of America
52 Pick-Up,Golan-Globus Productions,United States of America
Reform School Girls,New World Pictures,United States of America
Reform School Girls,Balcor Film Investors,United States of America
Reform School Girls,International Cinevision Productions,United States of America
Biggles: Adventures in Time,Compact Yellowbill,United States of America
Biggles: Adventures in Time,Tambarle,United States of America
Predator,Amercent Films,United States of America
Predator,American Entertainment Partners L.P.,United States of America
Predator,Davis Entertainment,United States of America
Predator,Lawrence Gordon Productions,United States of America
Predator,Silver Pictures,United States of America
Predator,20th Century Fox,United States of America
The Living Daylights,United Artists,United States of America
The Living Daylights,Eon Productions,United Kingdom
The Living Daylights,Danjaq,United States of America
The Princess Bride,The Princess Bride Ltd.,United States of America
The Princess Bride,Buttercup Films Ltd.,United States of America
The Princess Bride,Act III Productions,United States of America
The Untouchables,Paramount,United States of America
RoboCop,Orion Pictures,United States of America
Full Metal Jacket,Natant,United States of America
Full Metal Jacket,Stanley Kubrick Productions,United States of America
Full Metal Jacket,Warner Bros. Pictures,United States of America
Overboard,Star Partners,United States of America
Overboard,Hawn / Sylbert Movie Company,United States of America
Overboard,Metro-Goldwyn-Mayer,United States of America
Evil Dead II,Renaissance Films,United States of America
Evil Dead II,Rosebud,United States of America
Superman IV: The Quest for Peace,Cannon Group,United States of America
Superman IV: The Quest for Peace,London-Cannon Films,United Kingdom
Superman IV: The Quest for Peace,Golan-Globus Productions,United States of America
Superman IV: The Quest for Peace,Warner Bros. Pictures,United States of America
Superman IV: The Quest for Peace,DC Entertainment,United States of America
Superman IV: The Quest for Peace,DC Comics,United States of America
Jaws: The Revenge,Universal Pictures,United States of America
Dirty Dancing,Great American Films Limited Partnership,United States of America
Dirty Dancing,Vestron Pictures,United States of America
Beverly Hills Cop II,Eddie Murphy Productions,United States of America
Beverly Hills Cop II,Paramount,United States of America
Beverly Hills Cop II,Don Simpson/Jerry Bruckheimer Films,United States of America
Hellraiser,New World Pictures,United States of America
Hellraiser,Cinemarque Entertainment BV,United States of America
Hellraiser,Film Futures,United States of America
Hellraiser,Rivdel Films,United States of America
Empire of the Sun,Amblin Entertainment,United States of America
Empire of the Sun,Warner Bros. Pictures,United States of America
The Running Man,Braveworld Productions,United States of America
The Running Man,Keith Barish Productions,United States of America
The Running Man,TAFT Entertainment Pictures,United States of America
The Running Man,HBO,United States of America
The Last Emperor,Hemdale Film Corporation,United States of America
The Last Emperor,Recorded Pictures Company,United States of America
The Last Emperor,Soprofilms,United States of America
The Last Emperor,TAO Film,United States of America
The Last Emperor,Yanco,United States of America
Lethal Weapon,Silver Pictures,United States of America
Lethal Weapon,Warner Bros. Pictures,United States of America
Harry and the Hendersons,Amblin Entertainment,United States of America
Harry and the Hendersons,Universal Pictures,United States of America
Project A 2,Golden Harvest Company Ltd.,United States of America
Project A 2,Golden Way Films Ltd.,United States of America
Adventures in Babysitting,Silver Screen Partners III,United States of America
Adventures in Babysitting,Touchstone Pictures,United States of America
Innerspace,Amblin Entertainment,United States of America
Innerspace,The Guber-Peters Company,United States of America
Innerspace,Warner Bros. Pictures,United States of America
The Brave Little Toaster,The Kushner-Locke Company,United States of America
The Brave Little Toaster,Hyperion Pictures,United States of America
Mannequin,Gladden Entertainment,United States of America
Raising Arizona,Circle Films,United States of America
Stakeout,Silver Screen Partners II,United States of America
Stakeout,Touchstone Pictures,United States of America
La Bamba,New Visions Pictures,United States of America
La Bamba,Columbia Pictures,United States of America
Spaceballs,Brooksfilms Ltd.,United States of America
Spaceballs,Metro-Goldwyn-Mayer,United States of America
Angel Heart,TriStar Pictures,United States of America
Angel Heart,Winkast Film Productions,United States of America
Angel Heart,Union,United States of America
Angel Heart,Carolco Pictures,United States of America
Police Academy 4: Citizens on Patrol,Warner Bros. Pictures,United States of America
The Secret of My Success,Universal Pictures,United States of America
*batteries not included,Amblin Entertainment,United States of America
Moonstruck,Star Partners,United States of America
Moonstruck,Metro-Goldwyn-Mayer,United States of America
Roxanne,L.A. Films,United States of America
Roxanne,Columbia Pictures,United States of America
Roxanne,IndieProd Company Productions,United States of America
Throw Momma from the Train,Orion Pictures,United States of America
Near Dark,De Laurentiis Entertainment Group (DEG),United States of America
Near Dark,F/M,United States of America
Near Dark,Near Dark Joint Venture,United States of America
Planes  Trains & Automobiles,Paramount,United States of America
Prince of Darkness,Universal Pictures,United States of America
Prince of Darkness,Alive Films,United States of America
Prince of Darkness,Larry Franco Productions,United States of America
Prince of Darkness,Carolco Pictures,United States of America
Withnail & I,HandMade Films,United States of America
Wall Street,20th Century Fox,United States of America
No Way Out,Orion Pictures,United States of America
Law of Desire,Laurenfilm,United States of America
Law of Desire,El Deseo,Spain
Over the Top,Cannon Group,United States of America
Over the Top,Warner Bros. Pictures,United States of America
Over the Top,Golan-Globus Productions,United States of America
Dragnet,Universal Pictures,United States of America
Fatal Attraction,Paramount,United States of America
Au Revoir les Enfants,Centre National de la Cinématographie,France
Au Revoir les Enfants,Nouvelles Éditions de Films (NEF),United States of America
Au Revoir les Enfants,Stella Films,United States of America
Au Revoir les Enfants,N.E.F. Filmproduktion und Vertriebs (I),United States of America
Au Revoir les Enfants,Soficas Investimages,United States of America
Au Revoir les Enfants,Images Investissements,United States of America
Au Revoir les Enfants,Sofica Créations,United States of America
Au Revoir les Enfants,MK2 Productions,France
Au Revoir les Enfants,RAI 1,Italy
Good Morning  Vietnam,Touchstone Pictures,United States of America
Good Morning  Vietnam,Silver Screen Partners III,United States of America
Broadcast News,Amercent Films,United States of America
Broadcast News,American Entertainment Partners L.P.,United States of America
Broadcast News,Gracie Films,United States of America
Broadcast News,20th Century Fox,United States of America
A Nightmare on Elm Street 3: Dream Warriors,New Line Cinema,United States of America
A Nightmare on Elm Street 3: Dream Warriors,Smart Egg Pictures,United States of America
Can't Buy Me Love,Silver Screen Partners II,United States of America
Can't Buy Me Love,Apollo Pictures,United States of America
Can't Buy Me Love,Touchstone Pictures,United States of America
Wings of Desire,Argos Films,France
Wings of Desire,Road Movies Filmproduktion,Germany
Wings of Desire,Wim Wenders Stiftung,Germany
Wings of Desire,Westdeutscher Rundfunk,Germany
Radio Days,Orion Pictures,United States of America
Creepshow 2,New World Pictures,United States of America
Creepshow 2,Laurel Entertainment,United States of America
Summer School,Paramount,United States of America
Hamburger Hill,Paramount,United States of America
Hamburger Hill,RKO Radio Pictures,United States of America
Maurice,Film Four International,United States of America
Maurice,Merchant Ivory Productions,United States of America
Dragon Ball: Sleeping Princess in Devil's Castle,Toei Animation,Japan
The Witches of Eastwick,Kennedy Miller Productions,United States of America
The Witches of Eastwick,The Guber-Peters Company,United States of America
The Witches of Eastwick,Warner Bros. Pictures,United States of America
Blind Date,Permut Presentations,United States of America
