City on Fire,Astral Films,United States of America
City on Fire,Canadian Film Development Corporation (CFDC),United States of America
The Nurse in the Military Madhouse,Devon Film,Italy
Knockabout,Golden Harvest Company Ltd.,United States of America
The Passage,United Artists,United States of America
The Passage,Hemdale Film,United States of America
The Passage,Passage Films,United States of America
The Passage,Monday Films,United States of America
The Plumber,South Australian Film Corporation,Australia
The Plumber,Australian Film Commission,Australia
The Plumber,Nine Network Australia,Australia
Seeking Asylum,23 Giugno,United States of America
Seeking Asylum,A.M.S. Productions,United States of America
Seeking Asylum,Best International,United States of America
Seeking Asylum,Pacific Business Group,United States of America
Captain America II: Death Too Soon,BBDD Productions,Spain
Agatha,Sweetwall,United States of America
Agatha,First Artists,United States of America
Agatha,Warner Bros. Pictures,United States of America
...And Give Us Our Daily Sex,Films Dara,United States of America
...And Give Us Our Daily Sex,Ízaro Films,United States of America
...And Give Us Our Daily Sex,Estela Films,United States of America
Letuchiy korabl,Soyuzmultfilm,Russia
Screamers,Medusa Distribuzione,United States of America
Screamers,Dania Film,United States of America
The Shining,Hawk Films,United States of America
The Shining,Peregrine,United States of America
The Shining,Warner Bros. Pictures,United States of America
The Shining,Producers Circle,United States of America
Star Wars: Episode V - The Empire Strikes Back,Lucasfilm,United States of America
Star Wars: Episode V - The Empire Strikes Back,20th Century Fox,United States of America
Raging Bull,United Artists,United States of America
The Gods Must Be Crazy,CAT Films,United States of America
The Gods Must Be Crazy,Mimosa Films,United States of America
Superman II,Dovemead Films,United States of America
Superman II,Film Export A.G.,United States of America
Superman II,Warner Bros. Pictures,United States of America
Superman II,DC Entertainment,United States of America
Superman II,DC Comics,United States of America
Friday the 13th,Paramount,United States of America
Friday the 13th,Georgetown Productions Inc.,United States of America
Friday the 13th,Sean S. Cunningham Films,United States of America
Kagemusha,Toho Company  Ltd.,Japan
Dressed to Kill,Filmways Pictures,United States of America
Dressed to Kill,Cinema 77 Films,United States of America
The Blue Lagoon,Columbia Pictures,United States of America
The Blues Brothers,Universal Pictures,United States of America
The Taming of the Scoundrel,Capital Film,United States of America
The Elephant Man,Brooksfilms,United States of America
Airplane!,Paramount,United States of America
Cannibal Holocaust,F.D. Cinematografica,United States of America
Popeye,Walt Disney Productions,United States of America
Popeye,Paramount,United States of America
Flash Gordon,Dino De Laurentiis Company,United States of America
Flash Gordon,Starling Films,United States of America
Ordinary People,Paramount,United States of America
Ordinary People,Wildwood Enterprises,United States of America
Somewhere in Time,Rastar Pictures,United States of America
Altered States,Warner Bros. Pictures,United States of America
Private Benjamin,Warner Bros. Pictures,United States of America
Stardust Memories,Jack Rollins & Charles H. Joffe Productions,United States of America
Stardust Memories,United Artists,United States of America
The Final Countdown,The Bryna Company,United States of America
The Fog,AVCO Embassy Pictures,United States of America
The Fog,EDI,United States of America
The Fog,Debra Hill Productions,United States of America
Tendres cousines,Stéphan Films,United States of America
Tendres cousines,Filmédis,United States of America
Tendres cousines,Planet-Film Berlin,United States of America
9 to 5,IPC Films,United States of America
9 to 5,20th Century Fox,United States of America
Urban Cowboy,Paramount,United States of America
Smokey and the Bandit II,Universal Pictures,United States of America
Stir Crazy,Columbia Pictures,United States of America
Fame,Metro-Goldwyn-Mayer,United States of America
The Changeling,Chessman Park Productions,United States of America
Atlantic City,Paramount,United States of America
Atlantic City,Canadian Film Development Corporation (CFDC),United States of America
Atlantic City,Famous Players Limited,United States of America
Atlantic City,Selta Films,United States of America
Atlantic City,International Cinema Corporation (ICC),United States of America
Atlantic City,Cine-Neighbor,United States of America
American Gigolo,Paramount,United States of America
Caddyshack,Orion Pictures,United States of America
Caddyshack,Warner Bros. Pictures,United States of America
Coal Miner's Daughter,Universal Pictures,United States of America
Herbie Goes Bananas,Walt Disney Productions,United States of America
The Last Metro,Les Films du Carrosse,France
The Last Metro,Sédif Productions,France
The Last Metro,Société Française de Production (SFP),France
The Last Metro,TF1 Films Production,France
The Party,Production Marcel Dassault,United States of America
The Party,Gaumont,France
The Party,Gaumont International,United States of America
Gloria,Columbia Pictures,United States of America
Alligator,Alligator Inc,United States of America
Brubaker,20th Century Fox,United States of America
Saturn 3,ITC Entertainment,United States of America
Saturn 3,Transcontinental Film Productions (London),United States of America
Eaten Alive!,Dania Film,United States of America
Eaten Alive!,Medusa Distribuzione,United States of America
Eaten Alive!,National Cinematografica,Italy
Prom Night,Simcom Limited,United States of America
Prom Night,Guardian Trust Company,United States of America
Prom Night,Prom Night Productions,United States of America
The Long Good Friday,Calendar Productions,United States of America
The Long Good Friday,HandMade Films,United States of America
The Long Good Friday,British Lion Films,United Kingdom
Contamination,Lisa-Film,United States of America
Contamination,Alex Cinematografica,United States of America
Contamination,Barthonia Film,United States of America
Contamination,Cannon Group,United States of America
Xanadu,Universal Pictures,United States of America
City of the Living Dead,Medusa Distribuzione,United States of America
City of the Living Dead,Dania Film,United States of America
City of the Living Dead,National Cinematografica,Italy
Cruising,CiP - Europaische Treuhand AG,United States of America
Cruising,Lorimar Film Entertainment,United States of America
Cruising,United Artists,United States of America
The Ninth Configuration,Ninth Configuration,United States of America
Cheech and Chong's Next Movie,Universal Pictures,United States of America
Inferno,Produzioni Intersound,United States of America
Any Which Way You Can,Warner Bros. Pictures,United States of America
Any Which Way You Can,Malpaso Productions,United States of America
Fantozzi Against the Wind,Maura International Films,United States of America
Used Cars,Columbia Pictures,United States of America
The Big Red One,Lorimar Productions,United States of America
Chissà perché... capitano tutte a me,Leone Film,United States of America
Motel Hell,Camp Hill,United States of America
Motel Hell,United Artists,United States of America
Battle Beyond the Stars,New World Pictures,United States of America
Bronco Billy,Second Street Films,United States of America
Bronco Billy,Warner Bros. Pictures,United States of America
Zombie Holocaust,National Cinematografica,Italy
The Stunt Man,Simon Productions,United States of America
The Stunt Man,20th Century Fox,United States of America
Little Lord Fauntleroy,Norman Rosemont Productions,United States of America
Heaven's Gate,United Artists,United States of America
The Long Riders,United Artists,United States of America
Piedone d'Egitto,Merope,United States of America
Tranquille donne di campagna,Black Horse International,United States of America
The Miser,Les Films Christian Fechner,United States of America
Moscow Does Not Believe in Tears,Mosfilm,Russia
Hopscotch,Edie & Ely Landau Inc.,United States of America
Hopscotch,Embassy Pictures,United States of America
Hopscotch,Connelly Associates,United States of America
Humanoids from the Deep,New World Pictures,United States of America
Nightmare City,Dialchi Film,United States of America
Nightmare City,Lotus Films,United States of America
Nightmare City,Televicine S.A. de C.V.,Mexico
City of Women,Opera Film Produzione,United States of America
City of Women,Gaumont,France
Children's Island,BBDD Productions,Spain
Maniac,Magnum Motion Pictures Inc..,United States of America
Where the Buffalo Roam,Universal Pictures,United States of America
Death Ship,Astral Bellevue Pathé,United States of America
Death Ship,Bloodstar Productions,United States of America
Death Ship,Lamitas,United States of America
Battle Creek Brawl,Golden Harvest Productions,United States of America
Terror Train,Sandy Howard Productions,United States of America
Terror Train,Astral Bellevue Pathé,United States of America
Terror Train,Triple T Productions,United States of America
The Mirror Crack'd,G.W. Films,United States of America
The Mirror Crack'd,EMI Films,United Kingdom
The King and the Mockingbird,Les Films Paul Grimault,France
The King and the Mockingbird,Les Films Gibé,United States of America
The King and the Mockingbird,Antenne 2,France
Super Fuzz,El Pico S.A.,United States of America
Super Fuzz,Transcinema,United States of America
House on the Edge of the Park,F.D. Cinematografica,United States of America
Shogun Assassin,Toho Company  Ltd.,Japan
Shogun Assassin,Baby Cart,United States of America
Shogun Assassin,Katsu Production Co. Ltd.,United States of America
Bad Timing,Recorded Picture Company,United Kingdom
Bad Timing,The Rank Organisation,United States of America
Inspector Blunder,Renn Productions,United States of America
Inspector Blunder,France 3 Cinéma,France
The Young Master,BBDD Productions,Spain
The Octagon,American Cinema Productions,United States of America
The Dogs of War,Juniper Films,United States of America
The Under-Gifted,BBDD Productions,Spain
Antropophagus,Filmirage,United States of America
Antropophagus,Produzioni Cinematografiche Massaccesi (PCM) International,United States of America
White Cannibal Queen,Eurociné,France
Scooby Goes Hollywood,Hanna-Barbera Productions,United States of America
Who's Singin' Over There?,Centar film,Serbia
Cannibals in the Streets,New Fida,United States of America
Cannibals in the Streets,Edmondo Amati presents,United States of America
Cannibals in the Streets,José Frade Producciones Cinematográficas,Spain
The Hunter,Rastar Pictures,United States of America
The Hunter,Paramount,United States of America
Doraemon: Nobita no kyôryû,Toho Company  Ltd.,Japan
My Bodyguard,Melvin Simon Productions,United States of America
My Bodyguard,Market Street Productions,United States of America
My Bodyguard,20th Century Fox,United States of America
He Knows You're Alone,Metro-Goldwyn-Mayer,United States of America
Return to the 36th Chamber,Shaw Brothers,Hong Kong
The Boogey Man,The Jerry Gross Organization,United States of America
Fun Is Beautiful,Medusa Distribuzione,United States of America
Fun Is Beautiful,Medusa Produzione,United States of America
Seems Like Old Times,Rastar Films,United States of America
Schizoid,Cannon Group,United States of America
Schizoid,Golan-Globus Productions,United States of America
Tom Horn,First Artists,United States of America
Tom Horn,Solar Productions,United States of America
Tom Horn,Warner Bros. Pictures,United States of America
The Exterminator,AVCO Embassy Pictures,United States of America
The Exterminator,Interstar,United States of America
Secrets of a French Maid,Roldvale Ltd,United States of America
Secrets of a French Maid,Elite Film,United States of America
Forbidden Zone,Hercules Films,United States of America
Christmas Evil,Cinevid Productions,United States of America
Christmas Evil,Edward R. Pressman Film,United States of America
The Watcher in the Woods,Walt Disney Pictures,United States of America
The Garage,Mosfilm,Russia
Spetters,VSE Film,United States of America
Spetters,Endemol Entertainment,Netherlands
Without Warning,Heritage Enterprises Inc.,United States of America
Without Warning,World Amusement Partnership #106,United States of America
The Great Rock 'n' Roll Swindle,Boyd's Company,United States of America
The Great Rock 'n' Roll Swindle,Kendon Films Ltd.,United States of America
The Great Rock 'n' Roll Swindle,Matrixbest,United States of America
The Great Rock 'n' Roll Swindle,Virgin Films,United States of America
McVicar,The Who Films,United States of America
McVicar,Polytel,United States of America
The Hollywood Knights,Casablanca Filmworks,United States of America
The Hollywood Knights,PolyGram Filmed Entertainment,United States of America
Breaker Morant,Pact Productions,United States of America
Breaker Morant,Australian Film Commission,Australia
Breaker Morant,Seven Network,Australia
Fade to Black,Leisure Investment Company,United States of America
Fade to Black,Movie Ventures,United States of America
Devil Hunter,Eurociné,France
Devil Hunter,Lisa Film GmbH (München),United States of America
Devil Hunter,J.E. Films (Julian Esteban Films),United States of America
Berlin Alexanderplatz,Bavaria Film,Germany
Berlin Alexanderplatz,RAI,Italy
Berlin Alexanderplatz,Westdeutscher Rundfunk,Germany
The Lathe of Heaven,Thirteen,United States of America
The Lathe of Heaven,Taurus Film,United States of America
Melvin and Howard,Universal Pictures,United States of America
Permanent Vacation,Cinesthesia Productions,United States of America
Hell of the Living Dead,Films Dara,United States of America
Hell of the Living Dead,Beatrice Film,United States of America
ffolkes,Universal Pictures,United States of America
ffolkes,Cinema Seven Productions,United States of America
Loulou,Gaumont,France
Loulou,Action Films,United States of America
Mia moglie è una strega,Capital Films,United States of America
The Sea Wolves,Lorimar Productions,United States of America
The Sea Wolves,Richmond Light Horse Productions,United States of America
The Sea Wolves,Varius Entertainment Trading A.G.,United States of America
The Umbrella Coup,BBDD Productions,Spain
The Nude Bomb,BBDD Productions,Spain
Le guignolo,BBDD Productions,Spain
The Idolmaker,BBDD Productions,Spain
La dottoressa ci sta col colonnello,Nuova Dania Cinematografica,United States of America
La dottoressa ci sta col colonnello,Dania Film,United States of America
The First Deadly Sin,Artanis Productions Inc.,United States of America
Pepi  Luci  Bom and Other Girls Like Mom,Fígaro Films,United States of America
Day of Resurrection,Haruki Kadokawa Films,Japan
Day of Resurrection,TBS,Japan
When Time Ran Out...,International Cinema,United States of America
When Time Ran Out...,Warner Bros. Pictures,United States of America
La Cage aux Folles II,Da Ma Produzione,United States of America
La Cage aux Folles II,Les Productions Artistes Associés,United States of America
The Pumaman,ADM Films Department,United States of America
The Pumaman,La Deantir,United States of America
Hangar 18,Sunn Classic Pictures,United States of America
The Island,Universal Pictures,United States of America
Making 'The Shining',Eagle Film SS,United States of America
Foxes,Casablanca Filmworks,United States of America
Galaxina,Marimark Productions,United States of America
Galaxina,Crown International Pictures,United States of America
The Godsend,Cannon Group,United States of America
The Awakening,Orion Pictures,United States of America
The Awakening,EMI Films,United Kingdom
With Aunt It's Not a Sin,BBDD Productions,Spain
Oh  God! Book II,Warner Bros. Pictures,United States of America
Encounters of the Spooky Kind,Bo Ho Film Company Ltd.,United States of America
La terrazza,Dean Film,United States of America
The Amorous Sisters,Elite Film,United States of America
Sällskapsresan eller Finns det svenskt kaffe på grisfesten,Ri-Film,Sweden
Sällskapsresan eller Finns det svenskt kaffe på grisfesten,Viking Film,Sweden
Sällskapsresan eller Finns det svenskt kaffe på grisfesten,Europa Film,Sweden
Mother's Day,Duty Productions,United States of America
Mother's Day,United Film Distribution Company (UFDC),United States of America
Mother's Day,Troma Entertainment,United States of America
Animalympics,Lisberger Studios,United States of America
Fatso,Brooksfilms,United States of America
Emanuelle: Queen Bitch,Othellos Films,United States of America
Emanuelle: Queen Bitch,Andromeda International Films,United States of America
Honeysuckle Rose,Warner Bros. Pictures,United States of America
The Jazz Singer,EMI Films,United States of America
The Private Eyes,TriStar Pictures,United States of America
Tanya's Island,International Film Exchange,United States of America
Lost Souls,Shaw Brothers,Hong Kong
Raiders of the Lost Ark,Lucasfilm,United States of America
Raiders of the Lost Ark,Paramount,United States of America
Private Lessons,Jensen Farley Pictures,United States of America
Private Lessons,Barry & Enright Productions,United States of America
For Your Eyes Only,United Artists,United States of America
For Your Eyes Only,Eon Productions,United Kingdom
For Your Eyes Only,Danjaq,United States of America
Christiane F.,CLV-Filmproduktions,United States of America
Christiane F.,Solaris Film,United States of America
Christiane F.,Maran Film,United States of America
Christiane F.,Popular Filmproduktion,United States of America
Heavy Metal,Canadian Film Development Corporation (CFDC),United States of America
The Fox and the Hound,Walt Disney Pictures,United States of America
The Fox and the Hound,Walt Disney Productions,United States of America
Scanners,AVCO Embassy Pictures,United States of America
Scanners,Canadian Film Development Corporation (CFDC),United States of America
Scanners,Filmplan,United States of America
Scanners,Victor Solnicki Productions,United States of America
The Evil Dead,Renaissance Pictures,United States of America
Escape from New York,AVCO Embassy Pictures,United States of America
Escape from New York,Goldcrest Films International,United Kingdom
Escape from New York,International Film Investors,United States of America
Blow Out,Cinema 77,United States of America
The Road Warrior,Kennedy Miller Productions,Australia
The Road Warrior,Warner Bros. Pictures,United States of America
Friday the 13th: Part 2,Georgetown Productions  Inc.,United States of America
Friday the 13th: Part 2,Paramount,United States of America
Outland,The Ladd Company,United States of America
Outland,Outland Productions,United States of America
Body Heat,The Ladd Company,United States of America
Body Heat,Warner Bros. Pictures,United States of America
Das Boot,Radiant Film GmbH,United States of America
Das Boot,Südwestdeutscher Rundfunk,Germany
Das Boot,Bavaria Film,Germany
Das Boot,Twin Bros. Productions,United States of America
Das Boot,Columbia Pictures,United States of America
Das Boot,Westdeutscher Rundfunk,Germany
Clash of the Titans,Peerford Ltd.,United States of America
Clash of the Titans,Metro-Goldwyn-Mayer,United States of America
The Postman Always Rings Twice,CIP Filmproduktion GmbH,United States of America
The Postman Always Rings Twice,Lorimar Film Entertainment,United States of America
The Postman Always Rings Twice,Northstar International,United States of America
Possession,Gaumont,France
Possession,Oliane Productions,United States of America
Possession,Marianne Productions,France
Gallipoli,R & R Films,United States of America
Gallipoli,Australian Film Commission,Australia
Halloween II,Universal Pictures,United States of America
Halloween II,Dino De Laurentiis Company,United States of America
On Golden Pond,Universal Pictures,United States of America
Victory,Paramount,United States of America
Victory,Lorimar Productions,United States of America
Porky's,Melvin Simon Productions,United States of America
Porky's,Astral Bellevue Pathé,United States of America
The Final Conflict,20th Century Fox,United States of America
Stripes,Columbia Pictures Industries,United States of America
History of the World: Part I,Brooksfilms,United States of America
History of the World: Part I,20th Century Fox,United States of America
Arthur,Orion Pictures,United States of America
An American Werewolf in London,Universal Pictures,United States of America
An American Werewolf in London,Guber/Peters Company,United States of America
An American Werewolf in London,American Werewolf Inc.,United States of America
An American Werewolf in London,Lyncanthrope Films,United States of America
The Howling,AVCO Embassy Pictures,United States of America
The Howling,International Film Investors,United States of America
The Howling,Wescom Productions,United States of America
The Cannonball Run,Eurasia Investments,United States of America
Reds,JRS Productions,United States of America
Reds,Barclays Mercantile Industrial Finance,United States of America
The Great Muppet Caper,Henson Associates (HA),United States of America
The Great Muppet Caper,Incorporated Television Company (ITC),United Kingdom
Quest for Fire,Belstar Productions,United States of America
Quest for Fire,Stéphan Films,United States of America
Quest for Fire,International Cinema Corporation (ICC),United States of America
Quest for Fire,Ciné Trail,United States of America
Quest for Fire,Gruskoff Film Organization,United States of America
Quest for Fire,Royal Bank of Canada,United States of America
Quest for Fire,Famous Players Limited,United States of America
Thief,Mann/Caan Productions,United States of America
Chariots of Fire,The Ladd Company,United States of America
Chariots of Fire,Enigma Productions,United States of America
Chariots of Fire,Allied Stars  Ltd.,United States of America
Chariots of Fire,20th Century Fox,United States of America
Chariots of Fire,Warner Bros. Pictures,United States of America
My Bloody Valentine,Secret Films,United States of America
My Bloody Valentine,Paramount,United States of America
My Bloody Valentine,Famous Players Ltd,United States of America
My Bloody Valentine,Canadian Film Development Corporation (CFDC),United States of America
Excalibur,Orion Pictures,United States of America
Excalibur,Warner Bros. Pictures,United States of America
My Dinner with Andre,The Andre Company,United States of America
My Dinner with Andre,Saga Productions Inc.,United States of America
Dragonslayer,Paramount,United States of America
Dragonslayer,Walt Disney Productions,United States of America
The Beyond,Fulvia Film,Italy
The Prowler,Graduation,United States of America
Galaxy of Terror,New World Pictures,United States of America
La Chevre,Conacite Uno,United States of America
La Chevre,Fideline Films,United States of America
La Chevre,Gaumont International,United States of America
The Burning,Miramax,United States of America
The Burning,The Cropsy Venture,United States of America
Tarzan the Ape Man,Metro-Goldwyn-Mayer,United States of America
Tarzan the Ape Man,Svengali Productions,United States of America
The Professional,BBDD Productions,Spain
Southern Comfort,Cinema Group Ventures,United States of America
Southern Comfort,Phoenix (II),United States of America
Endless Love,Universal Pictures,United States of America
The Cabbage Soup,Les Films Christian Fechner,United States of America
Who Finds a Friend Finds a Treasure,Take 1 Productions,United States of America
Taps,20th Century Fox,United States of America
Dead & Buried,Barclays Mercantile Industrial Finance,United States of America
The French Lieutenant's Woman,Juniper Films,United States of America
Ms .45,Navaron Films,United States of America
Gregory's Girl,Lake Films,United Kingdom
Gregory's Girl,National Film Finance Corporation (NFFC),United States of America
Gregory's Girl,Scottish Television (STV),United Kingdom
Game of Death II,Seasonal Film Corporation,United States of America
Bianco  rosso e Verdone,Columbia Films S.A.,United States of America
Bianco  rosso e Verdone,Irrigazione Cinematografica,United States of America
Time Bandits,HandMade Films,United States of America
Madly in Love,Intercapital,United States of America
Mommie Dearest,Paramount,United States of America
Nighthawks,Martin Poll Productions,United States of America
Nighthawks,The Production Company,United States of America
Nighthawks,Universal Pictures,United States of America
The Funhouse,Mace Neufeld Productions,United States of America
The House by the Cemetery,Fulvia Film,Italy
American Pop,Bakshi Productions,United States of America
American Pop,Aspen Productions,United States of America
American Pop,Columbia Pictures,United States of America
Cannibal Ferox,National Cinematografica,Italy
Cannibal Ferox,Dania Film,United States of America
Cannibal Ferox,Medusa Distribuzione,United States of America
Roar,American Filmworks,United States of America
Fracchia la belva umana,Capital Films,United States of America
Dark Night of the Scarecrow,Wizan Productions,United States of America
Caveman,Turman-Foster Company,United States of America
Pixote,Hector Babenco Filmes,Brazil
Pixote,Embrafilme,Brazil
Absence of Malice,Mirage Enterprises,United States of America
Absence of Malice,Columbia Pictures,United States of America
Le maître d'école,Renn Productions,United States of America
Wolfen,Orion Pictures Corporation,United States of America
Wolfen,King-Hitzig Productions,United States of America
Ragtime,Paramount,United States of America
Ragtime,Dino De Laurentiis Company,United States of America
The Woman Next Door,Les Films du Carrosse,France
The Woman Next Door,TF1 Films Production,France
Pennies from Heaven,Hera Productions,United States of America
Pennies from Heaven,SLM Production Group,United States of America
Pennies from Heaven,Metro-Goldwyn-Mayer,United States of America
S.O.B.,Paramount,United States of America
S.O.B.,Lorimar Film Entertainment,United States of America
S.O.B.,Artista Management,United States of America
S.O.B.,Geoffrey Productions,United States of America
Il marchese del Grillo,Gaumont,United States of America
Il marchese del Grillo,Opera Film Produzione,United States of America
Hot Bubblegum,Planet Film,United States of America
Hot Bubblegum,Noah Films,United States of America
Cutter's Way,United Artists,United States of America
Cutter's Way,Gurian Entertainment,United States of America
Diva,France 2 (FR2),France
Diva,Greenwich Film Productions,United States of America
Diva,Les Films Galaxie,United States of America
Ace,Intercapital,United States of America
Madman,The Legend Lives Company,United States of America
The Last Shark,Film Ventures International (FVI),United States of America
The Last Shark,Horizon Film,United States of America
I'm Starting from Three,Italian International Film,United States of America
Deadly Blessing,PolyGram Filmed Entertainment,United States of America
Deadly Blessing,Inter Planetary,United States of America
Deadly Blessing,United Artists,United States of America
Happy Birthday to Me,Famous Players,United States of America
Happy Birthday to Me,Canadian Film Development Corporation (CFDC),United States of America
Happy Birthday to Me,The Birthday Film Company,United States of America
Happy Birthday to Me,Columbia Pictures,United States of America
Beau Pere,Sara Films,France
Beau Pere,Antenne 2,France
Eye of the Needle,Kings Road Entertainment,United States of America
Nice Dreams,Columbia Pictures,United States of America
Nice Dreams,C & C Brown Production,United States of America
Lady Chatterley's Lover,Cine Artist Film GmbH,United States of America
Lady Chatterley's Lover,Cine-Source,United States of America
Lady Chatterley's Lover,London-Cannon Films,United Kingdom
The Mystery of the Third Planet,Soyuzmultfilm,Russia
Burial Ground: The Nights of Terror,Stefano Film,United States of America
Death Hunt,Orange Sky Golden Harvest,Hong Kong
Death Hunt,Northshore Investments,United States of America
Ghost Story,Universal Pictures,United States of America
Graduation Day,Troma Entertainment,United States of America
Mephisto,Mafilm,Hungary
Mephisto,Objektív Film,United States of America
Garde à vue,TF1 Films Production,France
Garde à vue,Les Films Ariane,France
Polyester,New Line Cinema,United States of America
True Confessions,Winkler Films,United States of America
A Documentary on the Making of 'Gore Vidal's Caligula',Cinemedia Films Inc.,United States of America
Lion of the Desert,Falcon International Productions,United States of America
Just Before Dawn,Oakland Productions,United States of America
Condorman,Walt Disney Productions,United States of America
Continental Divide,Universal Pictures,United States of America
Continental Divide,Amblin Entertainment,United States of America
The Incredible Shrinking Woman,Universal Pictures,United States of America
Hell Night,BLT Productions,United States of America
Hell Night,Media Home Entertainment,United States of America
The Decline of Western Civilization,Spheeris Films Inc.,United States of America
Prince of the City,Orion Pictures Corporation,United States of America
Bloody Birthday,Judica Productions,United States of America
Road Games,AVCO Embassy Pictures,United States of America
Road Games,Essaness Pictures,United States of America
Road Games,Quest,United States of America
An Eye for an Eye,Wescom Barber International,United States of America
An Eye for an Eye,Adams Apple Film Company,United States of America
An Eye for an Eye,South Street Films,United States of America
Neighbors,Columbia Pictures,United States of America
The Hand,Orion Pictures Corporation,United States of America
The Hand,Warner Bros. Pictures,United States of America
The Loveless,Pioneer Films,United States of America
Looker,The Ladd Company,United States of America
Looker,Warner Bros. Pictures,United States of America
Horrorplanet,Jupiter Film Productions,United States of America
It's Magic  Charlie Brown,Lee Mendelson Film Productions,United States of America
Lola,Rialto Film,United States of America
Lola,Trio Film,United States of America
Lola,Westdeutscher Rundfunk,Germany
Modern Problems,20th Century Fox,United States of America
The Black Cat,Selenia Cinematografica,United States of America
The Black Cat,Italian International Film,United States of America
Two Queens and One Consort,Hollandia Filmproductions,United States of America
Shock Treatment,20th Century Fox,United States of America
Bloody Moon,Rapid Film,United States of America
Bloody Moon,Lisa-Film,United States of America
Bloody Moon,Metro-Film,Germany
Evilspeak,Coronet Film,United States of America
Evilspeak,Leisure Investment Company,United States of America
Nightmare,Goldmine Productions,United States of America
Coup de Torchon,Les Films de la Tour,United States of America
Coup de Torchon,Little Bear,United States of America
Coup de Torchon,Films A2,France
Eyewitness,20th Century Fox,United States of America
Buddy Goes West,Alex Cinematografica,United States of America
The Hitchhiker's Guide to the Galaxy,BBDD Productions,Spain
Hellhole Women,Gold Internacional Films,United States of America
Hellhole Women,Plata Films S.A.,United States of America
Hellhole Women,LISA FILMS PRODUKTION,United States of America
The Fan,Paramount,United States of America
Sharky's Machine,Deliverance Productions,United States of America
Sharky's Machine,Warner Bros. Pictures,United States of America
The Bunker,Antenne 2,France
The Bunker,Société Française de Production (SFP),France
The Bunker,Time-Life Television Productions,United States of America
The Wave,TAT Communications Company,United States of America
Man of Iron,Film Polski,United States of America
Man of Iron,Zespól Filmowy "X",United States of America
Zombie Lake,Eurociné,France
Zombie Lake,J.E. Films (Julian Esteban Films),United States of America
Too Early/Too Late,BBDD Productions,Spain
Full Moon High,Filmways Pictures,United States of America
Full Moon High,Larco Productions,United States of America
Modern Romance,Columbia Pictures,United States of America
Vabank,Zespól Filmowy "Kadr",United States of America
Final Exam,Motion Picture Marketing (MPM),United States of America
Final Exam,Peninsula Management Productions,United States of America
The Little Fox,Pannónia Filmstúdió,United States of America
The Pit,Amulet Pictures,United States of America
Back Roads,CBS Theatrical Films,United States of America
Back Roads,Meta-Films Associates,United States of America
Caligula and Messalina,BBDD Productions,Spain
Buddy Buddy,Metro-Goldwyn-Mayer,United States of America
Strange Behavior,Bannon Glen,United States of America
Strange Behavior,Endeavour Productions,United States of America
Strange Behavior,Fay  Richwite,United States of America
Strange Behavior,Hemdale Film,United States of America
Strange Behavior,Shadow Lane,United States of America
Strange Behavior,South Street Films,United States of America
Fruits of Passion,Jinriki Hikoki Sha,United States of America
Fruits of Passion,Argos Films,France
Student Bodies,Paramount,United States of America
Savage Harvest,Birchclass Productions,United States of America
Savage Harvest,Savage Harvest Inc.,United States of America
A Chipmunk Christmas,Bagdasarian Productions,United States of America
Edo Porn,Shochiku Co.  Ltd.,Japan
Knightriders,Laurel Entertainment,United States of America
Knightriders,United Film Distribution Company (UFDC),United States of America
Knightriders,United Artists,United States of America
Fort Apache the Bronx,Producers Circle,United States of America
Fort Apache the Bronx,Time-Life Television Productions,United States of America
Do You Remember Dolly Bell?,Union film,Serbia
Do You Remember Dolly Bell?,Sutjeska Film,Bosnia and Herzegovina
Do You Remember Dolly Bell?,Kinema Sarajevo,Bosnia and Herzegovina
Do You Remember Dolly Bell?,TV Sarajevo,Bosnia and Herzegovina
Do You Remember Dolly Bell?,SIZ za kinematografiju SR BiH,United States of America
The Legend of the Lone Ranger,ITC Entertainment,United States of America
The Looney  Looney  Looney Bugs Bunny Movie,Warner Bros. Pictures,United States of America
Venom,Morison Film Group,United States of America
Venom,Venom Productions Limited,United States of America
Faces of Death II,F.O.D. Productions,United States of America
Blade Runner,Shaw Brothers,Hong Kong
Blade Runner,The Ladd Company,United States of America
Blade Runner,Warner Bros. Pictures,United States of America
The Thing,Universal Pictures,United States of America
The Thing,Turman-Foster Company,United States of America
First Blood,Orion Pictures,United States of America
First Blood,Carolco Pictures,United States of America
First Blood,Anabasis N.V.,United States of America
First Blood,Elcajo Productions,United States of America
E.T. the Extra-Terrestrial,Universal Pictures,United States of America
E.T. the Extra-Terrestrial,Amblin Entertainment,United States of America
Rocky III,Winkler Films,United States of America
Rocky III,United Artists,United States of America
Poltergeist,SLM Production Group,United States of America
Poltergeist,Metro-Goldwyn-Mayer,United States of America
Grease 2,Paramount,United States of America
Parasite,BBDD Productions,Spain
The Last Unicorn,Rankin/Bass Productions,United States of America
The Last Unicorn,Incorporated Television Company,United States of America
The Last Unicorn,Topcraft,United States of America
Gandhi,Goldcrest Films International,United Kingdom
Gandhi,Indo-British,United States of America
Gandhi,International Film Investors,United States of America
Gandhi,National Film Development Corporation of India,India
Halloween III: Season of the Witch,Universal Pictures,United States of America
Halloween III: Season of the Witch,Dino De Laurentiis Company,United States of America
Friday the 13th: Part III,Jason Productions,United States of America
Friday the 13th: Part III,Paramount,United States of America
TRON,Walt Disney Pictures,United States of America
TRON,Lisberger/Kushner,United States of America
